name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Erin Dickey,F,SBD,Single-ply,20.5,20-23,Juniors,43.7,44,117.5,72.5,125,3,2005-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Vyacheslav Tsoy,M,B,Single-ply,34.5,24-34,Open,89.76,93,NA,NA,NA,DQ,2019-05-18,IPF,World Bench Press Championships
Anastasya Strufa,F,B,Single-ply,27.5,24-34,Open,46.59,47,NA,117.5,NA,1,2014-05-20,IPF,World Bench Press Championships
Alexandrs Radzevics,M,B,Single-ply,40.5,40-44,Masters 1,67.2,67.5,NA,162.5,NA,DQ,2004-04-21,IPF,World Masters Bench Press Championships
Wei-Jou Chen,F,SBD,Single-ply,16.5,16-17,Sub-Juniors,42.42,44,120,65,132.5,2,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Kelvin Aitken,M,SBD,Raw,58.5,55-59,Masters 2,117.4,120,217.5,157.5,305,3,2016-06-19,IPF,World Classic Powerlifting Championships
Chun-Hsiung Lee,M,SBD,Single-ply,27.5,24-34,Open,90.85,100,210,120,240,20,1993-11-27,IPF,World Powerlifting Championships
Dagmar Wang,F,SBD,Single-ply,51.5,50-54,Open,53.4,56,130,85,152.5,6,2000-05-24,IPF,Women's World Powerlifting Championships
Hui Lin Ming,M,SBD,Single-ply,23.5,24-34,Open,66.8,67.5,255,170,230,8,2007-10-14,IPF,World Powerlifting Championships
Batzul Shagdarsuren,M,SBD,Single-ply,32.5,24-34,Open,104.32,105,330,230,NA,DQ,2015-11-09,IPF,World Powerlifting Championships
Aleksandrs Radzēvičš,M,SBD,Single-ply,27.5,24-34,NA,55.8,56,210,125,145,9,1991-11-14,IPF,Men's World Powerlifting Championships
Arnold van Söhsten,M,SBD,Single-ply,NA,NA,Open,87.7,90,NA,NA,NA,DQ,1984-11-23,IPF,Men's World Powerlifting Championships
Paul Gidney,M,SBD,Single-ply,51.5,50-54,Masters 2,102.2,105,NA,195,277.5,DQ,2015-09-28,IPF,World Masters Powerlifting Championships
Robert Pleticha,M,SBD,Single-ply,NA,NA,Masters 1,125,125,317.5,227.5,310,1,1986-10-03,IPF,World Masters Powerlifting Championships
Attila Bosermenyi,M,SBD,Single-ply,22.5,20-23,Juniors,96.2,100,260,175,260,9,1997-09-12,IPF,World Juniors Powerlifting Championships
Liane Blyn,F,SBD,Single-ply,35,35-39,Open,77.3,82.5,220,130,212.5,3,2007-10-14,IPF,World Powerlifting Championships
Natalia Melnikova,F,B,Single-ply,22.5,20-23,Juniors,51.44,52,NA,100,NA,3,2015-05-20,IPF,World Bench Press Championships
Claude Couturier,M,SBD,Single-ply,52.5,50-54,Masters 2,74.1,75,207.5,140,225,3,2005-10-04,IPF,World Masters Powerlifting Championships
Giuseppe Manca,M,SBD,Raw,28.5,24-34,Open,81.1,83,267.5,152.5,210,20,2019-06-04,IPF,World Classic Powerlifting Championships
Kevin Locklear,M,B,Raw,45.5,45-49,Masters 1,72.28,74,NA,137.5,NA,5,2017-04-22,IPF,World Classic Bench Press Championships
Jose Ocasio,M,SBD,Single-ply,55.5,55-59,Masters 2,96.87,100,250,160,265,DD,2010-09-27,IPF,World Masters Championships
Tomotaka Sakai,M,B,Raw,59.5,55-59,Masters 3,82.06,83,NA,110,NA,5,2017-04-22,IPF,World Classic Bench Press Championships
Eva Buxbom,F,B,Single-ply,37.5,35-39,Open,59,60,NA,77.5,NA,5,2007-05-29,IPF,World Bench Press Championships
Dino Toci,M,SBD,Single-ply,25.5,24-34,Open,98.6,100,272.5,177.5,297.5,7,1982-11-04,IPF,Men's World Powerlifting Championships
Eric Oishi,M,SBD,Single-ply,27.5,24-34,Open,66.5,67.5,NA,175,240,DQ,2007-10-14,IPF,World Powerlifting Championships
Christiane Hazzard,F,SBD,Raw,18.5,18-19,Open,61.4,63,140,95,155,2,2018-07-09,IPF,3rd World University Powerlifting Cup
Sergey Lyubetskiy,M,SBD,Raw,17.5,18-19,Sub-Juniors,82,83,192.5,125,240,3,2013-06-11,IPF,World Classic Powerlifting Championships
Soltani Farshid,M,B,Single-ply,32.5,24-34,Open,81.41,82.5,NA,177.5,NA,8,2002-12-05,IPF,World Bench Press Championships
László Mészáros,M,B,Single-ply,29.5,24-34,Open,100.2,110,NA,252.5,NA,3,1998-12-11,IPF,World Bench Press Championships
Jackie Blasbery,F,SBD,Single-ply,42,40-44,Masters 1,71.6,75,165,105,187.5,1,2006-10-02,IPF,World Masters Powerlifting Championships
Hitoshi Shibata,M,SBD,Single-ply,43.5,40-44,Masters 1,59.2,60,185,135,205,2,2003-10-08,IPF,World Masters Powerlifting Championships
Michael Siegner,M,B,Raw,50.5,50-54,Open,107.5,100+,NA,130,NA,3,1997-12-05,IPF,World Disabled Bench Press Championships
Timo Hokkanen,M,SBD,Raw,34.5,24-34,Open,116.35,120,275,235,277.5,6,2014-06-01,IPF,World Classic Powerlifting Championships
Ovidiu Panazan,M,SBD,Single-ply,35.5,35-39,Open,82.71,83,200,NA,NA,DQ,2011-11-08,IPF,World Powerlifting Championships
Józef Gromek,M,SBD,Raw,59.5,55-59,Masters 3,93.09,105,237.5,140,260,1,2018-06-06,IPF,6th World Classic Championships
Katinka van Baalen,F,SBD,Raw,17.5,18-19,Sub-Juniors,56.5,57,105,75,137.5,1,2014-06-01,IPF,World Classic Powerlifting Championships
Amy Hughes,F,B,Single-ply,27.5,24-34,Open,57.3,60,NA,105,NA,3,1996-12-01,IPF,World Bench Press Championships
Patrick LeBlevennec,M,B,Single-ply,50.5,50-54,Masters 2,82.3,83,NA,195,NA,3,2014-04-17,IPF,World Masters Bench Press Championships
Raija Koskinen-Jurkko,F,SBD,Single-ply,36.5,35-39,Open,47.3,48,162.5,82.5,155,2,2000-05-24,IPF,Women's World Powerlifting Championships
Vincent Niedoliwka,M,SBD,Single-ply,21.5,20-23,Juniors,67,67.5,247.5,155,260,2,2007-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Ivan Freydun,M,SBD,Single-ply,23.5,24-34,Heavy,97.95,90+,360,282.5,347.5,3,2005-07-14,IPF,World Games
Temitope Nuga,F,SBD,Raw,33.5,24-34,Open,80.55,84,177.5,95,225,5,2019-06-04,IPF,World Classic Powerlifting Championships
Karol Kopienka,M,SBD,Single-ply,21.5,20-23,Juniors,88.3,90,320,170,310,3,2002-09-10,IPF,World Juniors Powerlifting Championships
Kamalidd Panakhov,M,SBD,Single-ply,47.5,45-49,Masters 1,111.2,125,240,155,395,DQ,1997-10-14,IPF,World Masters Powerlifting Championships
Denise Johnson,F,SBD,Single-ply,67.5,65-69,Masters 3,52.64,57,57.5,37.5,87.5,3,2015-09-28,IPF,World Masters Powerlifting Championships
Benedict Bucarizza,M,SBD,Raw,22.5,20-23,Juniors,115.2,120,292.5,200,310,3,2014-06-01,IPF,World Classic Powerlifting Championships
M. Cappa,M,SBD,Single-ply,NA,NA,Juniors,56,56,155,85,197.5,5,1987-09-17,IPF,World Juniors Powerlifting Championships
Nicholas Lazarides,M,SBD,Raw,24.5,24-34,Open,65.75,66,170,115,222.5,10,2017-06-14,IPF,World Classic Powerlifting Championships
Päiviö Säätelä,M,SBD,Single-ply,55.5,55-59,Masters 2,125,125,232.5,170,272.5,1,1992-09-03,IPF,World Masters Powerlifting Championships
Viktor Samúelsson,M,SBD,Single-ply,18.5,18-19,Juniors,100.85,105,285,212.5,290,11,2012-08-28,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Tetyan Primenchuk,F,SBD,Single-ply,29.5,24-34,Open,51.2,52,150,87.5,157.5,6,2002-05-29,IPF,Women's World Powerlifting Championships
Silvia Stütz,F,SBD,Single-ply,37,35-39,Open,66.64,72,167.5,105,185,9,2015-11-09,IPF,World Powerlifting Championships
Skulli Oskarsson,M,SBD,Single-ply,NA,NA,Open,75,75,NA,NA,NA,DQ,1979-11-02,IPF,Men's World Powerlifting Championships
Sergey Mor,M,SBD,Single-ply,28.5,24-34,Open,82.1,82.5,315,220,312.5,1,1998-11-10,IPF,Men's World Powerlifting Championships
Yoshihiro Sato,M,SBD,Single-ply,33.5,24-34,Open,65.7,66,270,220,240,6,2016-11-14,IPF,World Open Championships
Konstantin Pavlov,M,B,Single-ply,36.5,35-39,Open,56,56,NA,175,NA,2,2010-05-24,IPF,World Bench Press Championships
Glorianne Papolis,F,SBD,Single-ply,40.5,40-44,Masters 1,65,67.5,160,87.5,155,2,2003-10-08,IPF,World Masters Powerlifting Championships
Gennady Sayapin,M,SBD,Single-ply,47.5,45-49,Masters 1,59.7,60,215,122.5,225,1,2000-10-17,IPF,World Masters Powerlifting Championships
David Litchfield,M,B,Raw,41,40-44,Masters 1,91.8,93,NA,155,NA,7,2017-04-22,IPF,World Classic Bench Press Championships
Oleksandr Tytarenko,M,SBD,Single-ply,22.5,20-23,Juniors,119.85,120,400,NA,NA,DQ,2018-09-03,IPF,World Juniors & Sub-Juniors Championships
Chimedtseren Bataa,M,B,Single-ply,33.5,24-34,Open,119.2,120,NA,NA,NA,DQ,2015-05-20,IPF,World Bench Press Championships
Amar Kanane,M,SBD,Raw,30.5,24-34,Open,92.57,93,330,177.5,305,2,2018-06-06,IPF,6th World Classic Championships
Doni Meiyanto,M,SBD,Single-ply,27.5,24-34,Open,73,74,330,185,322.5,4,2017-11-13,IPF,World Powerlifting Championships
Steven Sanders,M,SBD,Single-ply,20.5,20-23,Juniors,60,60,175,100,170,11,1988-09-07,IPF,World Juniors Powerlifting Championships
Andrey Zhuravlev,M,SBD,Single-ply,21.5,20-23,Juniors,88.2,90,335,255,295,2,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Yasuhiro Hayashi,M,B,Single-ply,60.5,60-64,Masters 3,72.65,74,NA,165,NA,2,2017-05-22,IPF,World Bench Press Championships
Jani Niemi,M,B,Single-ply,17.5,18-19,Sub-Juniors,66,67.5,NA,125,NA,2,2009-07-01,IPF,World Sub-Juniors & Juniors Bench Press Championships
Nadezdha Uvachan,F,SBD,Single-ply,49.5,45-49,Masters 1,51.6,52,130,70,132.5,1,1994-10-19,IPF,World Masters Powerlifting Championships
Eberhard Schwanke,M,B,Single-ply,59.5,55-59,Masters 3,146.7,120+,NA,237.5,NA,1,2013-04-18,IPF,World Masters Bench Press Championships
Luis Tapia,M,SBD,Single-ply,43.5,40-44,Open,82.22,83,340,197.5,265,15,2012-11-10,IPF,World Powerlifting Championships
Renato Dio,M,SBD,Single-ply,49.5,45-49,Masters 2,80.5,82.5,262.5,165,257.5,1,2006-10-02,IPF,World Masters Powerlifting Championships
Alfredo Anzules,M,SBD,Single-ply,41.5,40-44,Masters 1,51.6,52,137.5,92.5,150,2,2002-10-08,IPF,World Masters Powerlifting Championships
Adam Jones #1,M,SBD,Raw,30.5,24-34,Open,82.71,83,255,140,302.5,6,2018-06-06,IPF,6th World Classic Championships
Alesha Summers,F,SBD,Single-ply,20,20-23,Juniors,42.94,44,97.5,57.5,115,4,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Yi-Ching Hsieh,M,SBD,Single-ply,21.5,20-23,NA,75.9,90,277.5,152.5,270,2,1993-07-24,IPF,World Games
Dariusz Wszoła,M,B,Single-ply,35.5,35-39,Open,58.51,59,NA,177.5,NA,8,2014-05-20,IPF,World Bench Press Championships
Wolfgang Homeier,M,SBD,Single-ply,22.5,20-23,Juniors,67.1,67.5,220,115,245,8,1993-10-29,IPF,World Juniors Powerlifting Championships
Alexandr Nikolov,M,SBD,Single-ply,21.5,20-23,Juniors,81.6,82.5,277.5,167.5,260,9,2001-09-11,IPF,World Juniors Powerlifting Championships
Adedapo Ojewale,M,SBD,Raw,21.5,20-23,Juniors,90.8,93,255,160,305,6,2019-06-04,IPF,World Classic Powerlifting Championships
Nataliy Davidova,F,SBD,Single-ply,15.5,16-17,Sub-Juniors,54.1,56,120,70,120,3,2003-09-24,IPF,World Sub-Juniors Powerlifting Championships
Hugo Velásquez,M,B,Single-ply,50.5,50-54,Masters 2,121,125,NA,185,NA,6,2010-03-30,IPF,World Masters Bench Press Championships
Tomi Vikla,M,B,Single-ply,40.5,40-44,Masters 1,82.5,83,NA,232.5,NA,2,2011-04-13,IPF,World Masters Bench Press Championships
Evgeniy Vasyukov,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,76.6,82.5,270,155,265,1,2003-09-24,IPF,World Sub-Juniors Powerlifting Championships
Tama Pfeinfenroth,M,B,Single-ply,23.5,24-34,Open,97.8,100,NA,240,NA,1,1997-12-05,IPF,World Bench Press Championships
Tatsuya Yoshida,M,SBD,Single-ply,28.5,24-34,Open,109.7,110,320,215,300,7,1999-11-17,IPF,Men's World Powerlifting Championships
Anastasia Pavlova,F,SBD,Single-ply,27.5,24-34,Open,108.1,90+,235,142.5,215,4,1996-06-25,IPF,Women's World Powerlifting Championships
Dainis Reinholds,M,B,Single-ply,59.5,55-59,Masters 3,119.5,120,NA,230,NA,2,2011-04-13,IPF,World Masters Bench Press Championships
Hans-Peter Falk,M,B,Raw,66.5,65-69,Masters 3,106.11,120,NA,150,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Eddy Pengelly,M,SBD,Wraps,26.5,24-34,Open,59.5,60,202.5,127.5,215,1,1976-11-06,IPF,Men's World Powerlifting Championships
Teodor Vaklinov,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,81.5,83,NA,165,220,DQ,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Chen-Yeh Chao,F,B,Single-ply,31,24-34,Open,115.3,90+,NA,175,NA,2,2002-12-05,IPF,World Bench Press Championships
Agnieszka Leszczynska,F,SBD,Single-ply,18.5,18-19,Juniors,68.8,75,200,75,185,4,1999-10-05,IPF,World Juniors Powerlifting Championships
Mitsuo Kametani,M,B,Raw,44.5,40-44,Masters 1,65,66,NA,155,NA,1,2016-05-15,IPF,World Classic Bench Press Championships
Sami Nieminen,M,SBD,Single-ply,21.5,20-23,Juniors,59.2,60,200,125,225,4,1997-09-12,IPF,World Juniors Powerlifting Championships
Mohamed Bouafia,M,SBD,Single-ply,33.5,24-34,Open,122.2,125,400,230,330,5,2010-11-07,IPF,World Powerlifting Championships
Hana Takáčová,F,B,Single-ply,45.5,45-49,Open,67,67.5,NA,97.5,NA,10,2000-12-08,IPF,World Bench Press Championships
Krishna R. Mohan,M,SBD,Single-ply,42.5,40-44,Masters 1,54.6,56,182.5,77.5,190,2,2004-10-05,IPF,World Masters Powerlifting Championships
P. Daniel Dewas,M,SBD,Single-ply,42.5,40-44,Masters 1,110,110,270,150,260,9,1988-07-28,IPF,World Masters Powerlifting Championships
Dariusz Wszoła,M,SBD,Raw,34.5,24-34,Open,58.55,59,215,147.5,207.5,1,2013-06-11,IPF,World Classic Powerlifting Championships
Sami Lehtonen,M,SBD,Raw,22.5,20-23,Juniors,91.82,93,245,180,300,2,2018-06-06,IPF,6th World Classic Championships
Chia-Hui Tsai,F,SBD,Single-ply,15.5,16-17,Juniors,88.7,90,225,110,172.5,3,1997-09-12,IPF,World Juniors Powerlifting Championships
David Doan,M,B,Single-ply,41.5,40-44,Open,108.35,110,NA,277.5,NA,1,2006-05-23,IPF,World Bench Press Championships
Oddvar Wiken,M,SBD,Single-ply,NA,NA,Open,74.5,75,255,142.5,267.5,7,1981-11-05,IPF,Men's World Powerlifting Championships
Vincent Thomas,M,SBD,Single-ply,42.5,40-44,Masters 1,101,105,240,177.5,242.5,6,2011-09-26,IPF,World Masters Powerlifting Championships
Raymond Curtis,M,SBD,Single-ply,76.5,75-79,Masters 3,91,100,97.5,105,150,6,2009-09-28,IPF,World Masters Powerlifting Championships
Jan Wegiera,M,B,Single-ply,33.5,24-34,Open,74.9,75,NA,210,NA,3,1999-12-09,IPF,World Bench Press Championships
Johnny Taylor,M,SBD,Single-ply,NA,NA,Masters 2,52,52,100,50,137.5,2,1992-09-03,IPF,World Masters Powerlifting Championships
Oleksiy Solovyov,M,SBD,Single-ply,20,20-23,Open,99.4,100,335,235,297.5,5,1995-11-15,IPF,Men's World Powerlifting Championships
Steve Caldwell,M,B,Single-ply,53.5,50-54,Masters 2,102.9,110,NA,182.5,NA,6,2001-04-13,IPF,World Masters Bench Press Championships
Teiji Morishita,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,66.1,67.5,220,127.5,200,5,2006-09-05,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Marc Giles,M,B,Raw,54.5,50-54,Masters 2,104.5,105,NA,162.5,NA,5,2019-05-18,IPF,World Bench Press Championships
Taylor LaChapelle,F,SBD,Single-ply,14.5,13-15,Sub-Juniors,45.9,47,150,77.5,152.5,1,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Sune Bak,M,SBD,Single-ply,39.5,35-39,Masters 1,104.61,105,307.5,252.5,297.5,1,2014-09-21,IPF,World Masters Powerlifting Championships
Tapani Puhakka,M,SBD,Single-ply,66.5,65-69,Masters 3,87.34,93,105,120,105,5,2011-09-26,IPF,World Masters Powerlifting Championships
Yukie Terada,F,SBD,Single-ply,38.5,35-39,Open,56.67,57,160,95,165,8,2013-11-04,IPF,World Powerlifting Championships
Daniel Thurman,M,B,Single-ply,41.5,40-44,Masters 1,81.9,82.5,NA,250,NA,1,2010-03-30,IPF,World Masters Bench Press Championships
Agnieszka Ziolkowska,F,SBD,Single-ply,28.5,24-34,Open,61.73,63,165,85,190,9,2013-11-04,IPF,World Powerlifting Championships
Samantha Thomasson,F,SBD,Raw,16.5,16-17,Sub-Juniors,61.5,63,117.5,65,130,5,2015-06-05,IPF,World Classic Powerlifting Championships
Philippe Szezepanski,M,B,Single-ply,51,50-54,Masters 2,102.9,105,NA,240,NA,5,2016-04-19,IPF,World Bench Press Championships
Wim Elyn,M,SBD,Single-ply,NA,NA,Open,55.95,56,230,130,225,2,1993-11-27,IPF,World Powerlifting Championships
Jan-Erik Christiansen,M,SBD,Single-ply,25,24-34,Open,59.85,60,202.5,132.5,202.5,6,1993-11-27,IPF,World Powerlifting Championships
Andrei Cioflica,M,SBD,Single-ply,27.5,24-34,Open,73.2,74,240,195,230,8,2018-11-05,IPF,48th World Open Championships
Taiki Yamakawa,M,SBD,Raw,21.5,20-23,Juniors,118.2,120,282.5,170,310,7,2018-06-06,IPF,6th World Classic Championships
Angela Desjarlais,F,SBD,Raw,39.5,35-39,Masters 1,71.36,72,140,92.5,137.5,5,2016-06-19,IPF,World Classic Powerlifting Championships
Tadashi Tachibana,M,SBD,Single-ply,49.5,45-49,Masters 2,87.3,90,265,195,225,2,1999-10-19,IPF,World Masters Powerlifting Championships
Yevheniia Tishakova,F,SBD,Single-ply,25.5,24-34,Open,80.11,84,252.5,135,220,3,2015-11-09,IPF,World Powerlifting Championships
Kristoffer Willebrand,M,SBD,Single-ply,22.5,20-23,Juniors,108.2,110,310,192.5,302.5,6,1998-10-21,IPF,World Juniors Powerlifting Championships
Pascale Cardon,F,B,Single-ply,40.5,40-44,Masters 1,75.7,82.5,NA,90,NA,3,2007-09-12,IPF,World Masters Bench Press Championships
Eric Oishi,M,SBD,Single-ply,24.5,24-34,Open,66.1,67.5,235,150,245,8,2004-11-09,IPF,Men's World Powerlifting Championships
Vilmar,M,B,Single-ply,NA,NA,Open,67.5,67.5,NA,110,NA,4,1991-12-15,IPF,World Bench Press Championships
Tamás Pfeifenróth,M,B,Single-ply,27.5,24-34,Open,105.6,110,NA,250,NA,4,2001-12-07,IPF,World Bench Press Championships
Peter Brath,M,SBD,Single-ply,22.5,20-23,Juniors,134.3,125+,337.5,205,280,3,1996-08-07,IPF,World Juniors Powerlifting Championships
Hui-Ling Wu,F,SBD,Single-ply,28.5,24-34,Open,124.6,90+,170,75,150,5,1992-05-31,IPF,Women's World Powerlifting Championships
Reijo Jaakkola,M,B,Single-ply,57.5,55-59,Masters 2,97.8,100,NA,170,NA,8,2006-04-19,IPF,World Masters Bench Press Championships
Vira Boboshko,F,SBD,Single-ply,20.5,20-23,Juniors,63,63,195,120,170,3,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Stano Januska,M,SBD,Single-ply,20.5,20-23,Juniors,82.5,82.5,200,132.5,220,18,1999-10-05,IPF,World Juniors Powerlifting Championships
Inger Blikra,F,SBD,Single-ply,40.5,40-44,Open,67.1,67.5,200,110,212.5,3,2002-05-29,IPF,Women's World Powerlifting Championships
Pavel Berlin,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,94.65,100,290,196,280,2,2004-08-09,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Lunkad Deepa,F,SBD,Raw,43.5,40-44,Masters 1,55.45,57,82.5,47.5,107.5,10,2019-06-04,IPF,World Classic Powerlifting Championships
Krisztina Szeiler,F,SBD,Single-ply,40.5,40-44,Masters 1,83.1,90,145,87.5,150,2,2009-09-28,IPF,World Masters Powerlifting Championships
Markus Karner,M,B,Raw,47.5,45-49,Open,118.79,120,NA,225,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Shatlyk Rahmanov,M,B,Raw,34.5,24-34,Open,114.33,120,NA,185,NA,5,2017-04-22,IPF,World Classic Bench Press Championships
Larry Miller,M,B,Single-ply,43.5,40-44,Open,73.5,75,NA,200,NA,3,1998-12-11,IPF,World Bench Press Championships
Hana Takáčová,F,B,Single-ply,59.5,55-59,Open,83.78,84,NA,145,NA,6,2014-05-20,IPF,World Bench Press Championships
Stefa Trascinelli,M,SBD,Single-ply,34.5,24-34,Open,99.2,100,300,172.5,327.5,8,1997-12-13,IPF,Men's World Powerlifting Championships
Andreas Zellinger,M,B,Single-ply,NA,NA,Open,74.4,75,NA,165,NA,7,1995-06-25,IPF,World Bench Press Championships
Tsung-Ting Hsieh,M,SBD,Single-ply,35.5,35-39,Open,65,66,285,221.5,290,2,2018-11-05,IPF,48th World Open Championships
Joey Zinghini,M,SBD,Raw,28.5,24-34,Open,73.7,74,235,145,270,13,2017-06-14,IPF,World Classic Powerlifting Championships
Frank Heinrich,M,B,Single-ply,52.5,50-54,Masters 2,82.5,83,NA,NA,NA,DQ,2011-04-13,IPF,World Masters Bench Press Championships
Klaus Feldmann,M,SBD,Single-ply,73.5,70-74,Masters 3,100.3,110,110,122.5,165,6,2010-09-27,IPF,World Masters Championships
Hideaki Inaba,M,SBD,Single-ply,52,50-54,Masters 2,53.9,56,235,97.5,230,1,1996-10-07,IPF,World Masters Powerlifting Championships
Pavol Plávka,M,SBD,Single-ply,40.5,40-44,Masters 1,101,110,240,145,230,11,1994-10-19,IPF,World Masters Powerlifting Championships
Kristine Almroth,F,SBD,Single-ply,18.5,18-19,Juniors,47.75,48,140,62.5,150,2,2007-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
William Burr,M,SBD,Single-ply,NA,NA,Masters 1,48.6,52,127.5,72.5,162.5,1,1984-12-13,IPF,World Masters Powerlifting Championships
Delcy Palk,F,SBD,Single-ply,NA,NA,Open,52,52,107.5,60,135,4,1989-07-20,IPF,World Games
Shinjun Oshiro,M,SBD,Single-ply,68.5,65-69,Masters 3,56.98,59,162.5,107.5,172.5,1,2012-10-02,IPF,World Masters Powerlifting Championships
Johanna Aguinaga,F,SBD,Single-ply,17.5,18-19,Sub-Juniors,65,72,190,102.5,145,1,2011-08-30,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Rhonda Heaslip,F,SBD,Single-ply,52.5,50-54,Masters 2,61.82,63,147.5,100,162.5,2,2011-09-26,IPF,World Masters Powerlifting Championships
Herman Nurse,M,SBD,Single-ply,45.5,45-49,Masters 1,66.3,67.5,232.5,135,250,1,1994-10-19,IPF,World Masters Powerlifting Championships
Jim Lem,M,SBD,Single-ply,58.5,55-59,Masters 2,82.5,82.5,245,125,255,1,1988-07-28,IPF,World Masters Powerlifting Championships
Alex-Edward Raus,M,SBD,Raw,21.5,20-23,Open,104.6,105,330,212.5,310,3,2014-06-01,IPF,World Classic Powerlifting Championships
Peter Walters,M,SBD,Single-ply,49.5,45-49,Masters 2,122.3,125,295,215,280,3,2009-09-28,IPF,World Masters Powerlifting Championships
Imrene Csongradi,F,B,Single-ply,52.5,50-54,Masters 2,95.2,84+,NA,80,NA,3,2019-05-18,IPF,World Bench Press Championships
Alex Smith,M,B,Single-ply,22.5,20-23,Juniors,73.3,74,NA,180,NA,5,2013-05-20,IPF,World Bench Press Championships
Carla McIntosh,F,SBD,Single-ply,26.5,24-34,Open,73.2,75,150,75,160,10,1999-05-19,IPF,Women's World Powerlifting Championships
Dezsö Szloboda,M,SBD,Single-ply,64,60-64,Masters 3,64.8,67.5,160,60,175,3,2001-10-17,IPF,World Masters Powerlifting Championships
Valeriia Mustafina,F,B,Single-ply,14.5,13-15,Sub-Juniors,46.82,47,NA,47.5,NA,2,2019-05-18,IPF,World Bench Press Championships
Toshiki Nagumo,M,SBD,Single-ply,16.5,16-17,Sub-Juniors,51,52,130,100,170,3,2007-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Miki Morita,F,B,Single-ply,39.5,35-39,Masters 1,55.4,56,NA,NA,NA,DQ,2007-09-12,IPF,World Masters Bench Press Championships
Michael Voelkel,M,SBD,Single-ply,16.5,16-17,Sub-Juniors,65.03,66,227.5,127.5,210,5,2015-08-31,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Stella Coetzee,F,SBD,Single-ply,31.5,24-34,Open,43.9,44,75,35,90,10,1995-05-05,IPF,Women's World Powerlifting Championships
